time,y1,y2,y3
0.006093136998970294,1920,912,448
0.008844267998938449,1766,1023,419
0.011577314999158261,1762,1083,410
0.014307652998468257,1812,1174,448
0.017043908999767154,1863,1179,420
0.019772580999415368,1904,1206,432
0.02250283600005787,1922,1237,445
0.0252321749994735,1931,1228,434
0.027951971998845693,1787,1280,487
0.03068885199900251,1747,1262,471
0.033422023998355144,1793,1282,490
0.03615248799906112,1842,1284,471
0.038883492999957525,1890,1263,453
0.04161208099867508,1917,1286,464
0.044373253998855944,1927,1267,451
0.04710246699869458,1840,1296,486
0.049832847998914076,1747,1285,480
0.05256231099883735,1776,1281,485
0.05528923299971211,1834,1325,499
0.05801694699948712,1876,1264,451
0.06074286900002335,1909,1286,466
0.06346799899984035,1922,1279,461
0.0662018379989604,1911,1297,479
0.06898605199967278,1755,1296,493
0.07173443200008478,1758,1278,480
0.07447022899941658,1812,1315,507
0.07720010899902263,1861,1273,459
0.07992398899841646,1903,1281,464
0.08264728599897353,1919,1289,463
0.08537591699860059,1923,1269,453
0.08809992199894623,1779,1309,496
0.09085163599957014,1747,1278,479
0.0935969739985012,1793,1297,496
0.09637552200001664,1846,1291,479
0.09912877699935052,1890,1267,457
0.10186186600003566,1915,1291,469
0.10458791299970471,1921,1266,448
0.10731225099880248,1819,1301,495
0.11003950699887355,1747,1280,481
0.11276513699885982,1778,1287,487
0.11549080899931141,1836,1317,496
0.11822081399986928,1878,1262,448
0.12094744399837509,1905,1287,465
0.1236717409992707,1921,1278,455
0.12639812199995504,1892,1296,480
0.12912520999998378,1745,1296,491
0.13184984100007568,1762,1279,480
0.13457522099997732,1815,1315,505
0.13730601799943543,1865,1269,458
0.14003406499978155,1900,1279,465
0.142762153998774,1918,1286,464
0.1454894089984009,1923,1273,461
0.14821395599938114,1776,1307,496
0.15099091999945813,1753,1279,479
0.15372088299955067,1799,1302,497
0.15644692999921972,1851,1287,470
0.15917126899876166,1888,1271,453
0.16189902399855782,1913,1291,465
0.16462652999871352,1921,1266,448
0.1673549520000961,1823,1306,495
0.17008395699849643,1759,1282,482
0.17280921199926524,1787,1290,490
0.1755346339996322,1840,1319,496
0.17826276399864582,1878,1264,449
0.18152164599996468,1906,1292,464
0.18421877599939762,1920,1278,459
0.1869376979993831,1847,1296,484
0.18964016199970501,1762,1285,486
0.19236833399918396,1779,1280,486
0.19505954699889116,1829,1328,511
0.19775063599990972,1872,1264,449
0.20044914099889866,1904,1283,465
0.20313847999932477,1917,1280,463
0.20582581799862965,1921,1291,474
0.2085128229991824,1775,1303,496
0.21119824499874085,1763,1281,480
0.21388458399997035,1806,1309,503
0.21658754799864255,1854,1283,465
0.21927526099898387,1893,1274,462
0.2219643909993465,1911,1291,467
0.22465297999951872,1920,1265,450
0.22733998500007147,1812,1305,496
0.23002878199986299,1749,1281,482
0.2327217459987878,1779,1287,487
0.23541100100010226,1828,1319,499
0.23810071399930166,1872,1262,452
0.24078788599945256,1904,1286,467
0.24347418299839774,1919,1279,460
0.24616323000009288,1899,1295,479
0.2488529849997576,1744,1292,489
0.25153799100007745,1744,1269,477
0.25422332899870526,1801,1305,500
0.25691083399942727,1852,1271,456
0.25960075599869015,1891,1271,459
0.26228880300004676,1910,1284,464
0.26498005899884447,1920,1259,448
0.2676693549983611,1782,1299,496
0.27035894399887184,1732,1269,475
0.27304815799834614,1773,1282,486
0.2757354129989835,1828,1296,483
0.27842316799979017,1872,1263,454
0.28111158999854524,1904,1286,468
0.2837991369997326,1915,1269,453
0.2864872669997567,1866,1295,483
0.2891746469995269,1735,1282,485
0.2918747359999543,1744,1265,475
0.29457394999917597,1803,1307,502
0.2972654959994543,1855,1264,454
0.29995870999846375,1892,1271,461
0.3026592989990604,1909,1280,463
0.3053505119987676,1920,1265,455
0.30803751699932036,1765,1296,495
0.31072735599991574,1728,1264,476
0.31341398599943204,1776,1284,490
0.3161003659988637,1829,1280,470
0.318789579998338,1877,1264,454
0.32148012699872197,1904,1285,470
0.3241675909994228,1916,1267,449
0.3268573869991087,1831,1293,483
0.3295488509993447,1723,1272,477
0.3322378979992209,1745,1264,477
0.3349681119998422,1806,1311,505
0.3376585749992955,1858,1255,448
0.3403457049989811,1895,1278,464
0.34303171099963947,1911,1278,461
0.3457206329985638,1920,1281,469
0.3484081379992858,1745,1294,492
0.35109351799837896,1731,1263,470
0.3537803149993124,1781,1290,495
0.35647715399863955,1838,1274,465
0.35916828399967926,1881,1264,459
0.3618578309997247,1905,1285,466
0.3645475859993894,1918,1263,449
0.3672359239990328,1801,1294,487
0.3699243880000722,1723,1267,471
0.3726125180000963,1752,1266,481
0.3753016899991053,1812,1306,496
0.37799073699898145,1863,1250,447
0.3806777839999995,1900,1280,464
0.383364288998564,1914,1269,454
0.386052085999836,1904,1287,473
0.38873934099865437,1739,1283,487
0.3914433879999706,1735,1262,475
0.39414672699967923,1788,1296,497
0.3968394409985194,1842,1264,462
0.3995260289993894,1886,1266,464
0.4022372429990355,1905,1282,467
0.404931248000139,1915,1259,442
0.40761354499954905,1783,1296,494
0.4103065079998487,1728,1264,476
0.4129971389993443,1769,1275,486
0.41568572699907236,1826,1296,487
0.41837523199865245,1871,1259,451
0.4210644039994804,1895,1283,468
0.42375290999916615,1914,1269,451
0.4264450399987254,1869,1290,475
0.42913500299982843,1735,1283,481
0.4318220499990275,1744,1264,474
0.43451143099991896,1801,1306,499
0.4371996859990759,1854,1264,455
0.43988606599850755,1890,1273,463
0.44257302999903914,1907,1280,463
0.4452601599987247,1918,1263,450
0.44794570699923497,1767,1296,493
0.4506362119991536,1729,1264,473
0.4533255509995797,1776,1283,486
0.4560148059990752,1831,1282,473
0.4587068939999881,1874,1264,455
0.4613939829996525,1904,1286,470
0.4640805299986823,1914,1267,451
0.46676699299860047,1839,1295,486
0.4694548739989841,1733,1273,479
0.4721406289991137,1750,1264,476
0.4748303839987784,1808,1311,503
0.47751822299869673,1855,1258,450
0.48020276999886846,1894,1279,464
0.48289139999906183,1909,1279,462
0.48558007199972053,1919,1277,466
0.48829199399915524,1749,1296,487
0.4909949159991811,1728,1262,471
0.49369579599988356,1778,1289,495
0.49638755099840637,1837,1276,465
0.4990747649990226,1874,1264,457
0.5017698529991321,1904,1283,467
0.5044586499989236,1919,1264,448
0.5071470719994977,1790,1283,484
0.5098357019996911,1694,1258,469
0.512522707998869,1731,1255,475
0.5152106299992738,1798,1297,496
0.5178995930000383,1856,1245,446
0.5205926399994496,1898,1274,464
0.5232828119987971,1914,1270,453
0.5259731919995829,1904,1281,467
0.5286631969993323,1661,1261,476
0.5313505779995467,1653,1225,462
0.5340402909987461,1727,1255,485
0.5367282959996373,1805,1233,449
0.5394155099984346,1863,1239,450
0.5421038899985433,1898,1264,461
0.5447918119989481,1914,1242,439
0.5474795669997548,1807,1291,488
0.5501705309998215,1757,1268,473
0.5528614949998882,1787,1281,483
0.5555517919983686,1836,1307,487
0.5582405879995349,1872,1264,452
0.5609285099999397,1903,1288,464
0.563616640998589,1914,1274,453
0.5663041869993322,1882,1294,478
0.5689914429985947,1741,1283,482
0.5716774479988089,1744,1264,474
0.5743676619986218,1802,1303,498
0.5770567079998727,1841,1266,464
0.5797426299996005,1888,1270,464
0.5824301359989477,1907,1281,466
0.5851190159992257,1917,1255,449
0.5878066039986152,1760,1287,496
0.5904953599983855,1712,1259,474
0.5931989069995325,1758,1273,488
0.5959106199989037,1818,1281,475
0.5986254589988675,1871,1264,464
0.6013209220000135,1904,1296,480
0.6040149279997422,1918,1271,464
0.606712183000127,1847,1297,496
0.6094017709983746,1738,1282,494
0.6120851519990538,1755,1269,490
0.6147760320000089,1812,1314,511
0.6174677039998642,1857,1263,463
0.6201555009993172,1899,1281,478
0.6228435889988759,1910,1283,472
0.625533385999006,1920,1278,473
0.6282195999992837,1751,1296,496
0.6309406879991002,1723,1264,477
0.6336318189987651,1776,1289,498
0.6363514069998928,1833,1280,480
0.6390406629998324,1882,1264,464
0.6417290429999412,1904,1290,477
0.6444170479990134,1918,1265,459
0.6471074279997993,1811,1294,495
0.6497968919993582,1725,1267,486
0.6524861049983883,1754,1267,491
0.655172026999935,1809,1313,511
0.657859823999388,1862,1258,460
0.6605485789987142,1903,1284,476
0.6632342099983362,1914,1280,468
0.6659219229986775,1917,1291,482
0.6686093869993783,1731,1287,496
0.6712980169995717,1724,1262,481
0.6739843559989822,1781,1287,503
0.6766724029985198,1840,1267,470
0.6793619909985864,1886,1270,466
0.6820520799992664,1909,1286,476
0.6847410430000309,1919,1258,447
0.6874284239984263,1776,1295,499
0.6901168869990215,1705,1263,482
0.6928208509998512,1744,1264,486
0.6955195639984595,1812,1296,496
0.698210945000028,1865,1253,461
0.7009004909996293,1903,1284,475
0.703596497000035,1919,1273,467
0.7062855439999112,1878,1292,489
0.7089746739984548,1724,1279,493
0.7116593459995784,1729,1260,480
0.7143480589984392,1786,1297,507
0.7170393979995424,1844,1264,466
0.7197278610001376,1891,1270,473
0.7224171170000773,1915,1283,475
0.7251061639999534,1922,1261,455
0.7277926269998716,1754,1293,498
0.7304814660001284,1703,1255,479
0.7331735539992223,1755,1271,495
0.7358612259995425,1821,1283,488
0.7385505229995033,1873,1259,461
0.7412402369991469,1905,1285,478
0.7439296169995941,1920,1271,459
0.7466209559988783,1851,1296,487
0.7493091689993889,1725,1279,485
0.7519965909996245,1744,1261,481
0.7546852629984642,1802,1307,511
0.7573726430000534,1857,1264,461
0.7600611069992738,1890,1278,470
0.762750486999721,1915,1285,471
0.7654377009985183,1923,1275,465
0.7681241639984364,1750,1295,499
0.7708142529991164,1722,1263,478
0.7735030909989291,1774,1285,498
0.7761930969991226,1830,1280,479
0.7788838929991471,1879,1264,463
0.7815730239999539,1909,1288,479
0.7842589459996816,1920,1271,463
0.7869767009997304,1825,1291,483
0.7896656229986547,1728,1273,490
0.7923685030000343,1753,1269,489
0.7950675079991925,1811,1315,522
0.7977603049985191,1867,1262,456
0.8004490599996643,1902,1287,475
0.8031403569984832,1920,1281,465
0.8058315709986346,1921,1291,483
0.808520659998976,1743,1293,496
0.8112036229995283,1734,1264,481
0.8138918779986852,1789,1296,501
0.8165815920001478,1843,1275,470
0.819268971999918,1889,1271,464
0.8219593109988637,1914,1294,474
0.8246486909993109,1923,1267,458
0.8273340709984041,1799,1299,499
0.8300227009985974,1730,1270,484
0.8327112070001021,1761,1279,491
0.8353979200001049,1824,1311,499
0.8380863009988389,1872,1263,461
0.8407811809993291,1904,1289,473
0.8434693529998185,1920,1280,464
0.8461594410000544,1902,1296,485
0.8488472799999727,1738,1289,493
