time,emg1,emg2,emg3
0.003463175999968371,0,0,0
0.006484687000011036,2928,304,0
0.009490995000305702,4449,224,0
0.013512741000340611,4929,7169,0
0.0174620100001448,7425,1856,0
0.020498024000062287,2800,3328,0
0.02353388800020184,0,2304,0
0.027512713000305666,2144,3488,0
0.030534785000327247,528,3328,0
0.03449531100022796,4433,3040,0
0.037529009000081714,5361,2224,0
0.041776970000228175,416,10018,0
0.04446443699998781,800,1872,0
0.04846901600012643,3840,7281,0
0.05145705400036604,912,3344,0
0.055436581000321894,1888,8610,0
0.05845780500021647,3136,3840,0
0.06242860100019243,0,5665,0
0.06544964300019274,1184,2400,0
0.06942185900015829,4337,3632,0
0.07245018100002198,624,3424,0
0.0764403980001589,3168,2304,0
0.07946040400020138,2928,2160,0
0.0834247310003775,768,1136,0
0.08643236700027046,2560,1648,0
0.09043810800039864,784,3216,0
0.0934850080002434,2304,2864,0
0.09775578200014934,7473,1952,0
0.10084337400030563,592,2160,0
0.10470560800013118,0,1424,0
0.10773267300010048,5553,2864,0
0.11173189400005867,1808,5681,0
0.11479544800022268,3120,3840,0
0.11871672000006583,3680,1904,0
0.1217829150000398,1344,1792,0
0.12559066700032417,1104,1120,0
0.12871671400034757,5729,3296,0
0.13275968000016292,1760,5137,0
0.13567514500027755,2640,2672,0
0.13962237100031416,2528,6961,0
0.1428140800003348,192,2240,0
0.14670121300014216,768,6833,0
0.1497162600003321,2224,3504,0
0.1536007200002132,2384,3008,0
0.15668616200036922,7745,2848,0
0.16063209200001438,1296,6897,0
0.16368448900038857,0,2224,0
0.1676388250002674,3584,2480,0
0.1707015870001669,688,4145,0
0.1745895610001753,5153,4273,0
0.17771700799994505,4048,2048,0
0.1816164730003038,1280,1200,0
0.18457551900019098,752,1792,0
0.18852090800010046,4097,3824,0
0.19155839900031424,208,1952,0
0.195469667999987,2608,2528,0
0.19879657499996028,4593,2720,0
0.2027073570002358,1680,2576,0
0.20571067700029744,864,2112,0
0.20966606100000718,1152,3840,0
0.21274872000003597,1648,2336,0
0.2167335440003626,5281,6177,0
0.21969301000035557,3328,2400,0
0.2236401210002441,4881,3840,0
0.22775323200039566,3472,2272,0
0.2307953110002927,2496,4577,0
0.23467074700010926,2304,2112,0
0.23769051800036323,4881,2064,0
0.2415605650003272,1568,1584,0
0.24479863700025817,288,1168,0
0.2486615120001261,4977,3440,0
0.2517572210003891,1488,2608,0
0.25567904000035924,1120,1424,0
0.2587549290001334,3600,1648,0
0.2628495990002193,128,1216,0
0.26599142500026574,2192,2464,0
0.269777525000336,4161,2848,0
0.27296263200014437,304,3584,0
0.2767814700000599,4113,2048,0
0.27985432800005583,2224,2400,0
0.28373688600004243,432,816,0
0.2868675770000664,4529,2400,0
0.29058242500013876,0,6769,0
0.29371574800006783,4785,4337,0
0.2978077790003226,5841,2048,0
0.3008446250000816,1488,1776,0
0.30379002100016805,0,416,0
0.30790258900015033,4273,1072,0
0.3109115940001175,1376,3872,0
0.31470379000029425,3344,4833,0
0.3178172440002527,5553,2400,0
0.3216494790003708,0,5521,0
0.3249402060000648,0,1280,0
0.3286983840002904,6897,2176,0
0.33195840100006535,1792,4145,0
0.3358903650000684,2096,1792,0
0.3388429780002298,4465,2048,0
0.34203649300025063,0,1040,0
0.34593080500008,768,5889,0
0.3488766570003463,7121,2048,0
0.35291664200030937,992,7169,0
0.3559540160003962,1424,2672,0
0.3597943849999865,3872,5793,0
0.36295761100018353,208,1536,0
0.366777994000131,928,7185,0
0.3698034010003539,3296,3600,0
0.3736693070000001,3312,8882,0
0.37686639699995794,6401,2352,0
0.3806656810002096,5793,2480,0
0.38477618700017047,1456,1632,0
0.38771822100034115,4193,3632,0
0.3909291370000574,0,3120,0
0.3948551309999857,4257,2688,0
0.39796678600032465,4689,1920,0
0.40180614800010517,944,5297,0
0.4048636280003848,1584,1936,0
0.40875807200018244,4161,9074,0
0.41202217800037033,880,3776,0
0.4159223650003696,3280,8306,0
0.4188743150002665,4097,720,0
0.4227546209999673,0,768,0
0.4259279190000598,2528,2272,0
0.42985919900002045,6193,2816,0
0.43281597600025634,1792,3728,0
0.43679106600029627,3328,1632,0
0.4397687980003866,1520,4353,0
0.4428843850000703,0,592,0
0.4468547999999828,1024,4641,0
0.45060707300035574,1872,2816,0
0.4537733140000455,5377,4000,0
0.45757970700014994,4865,2160,0
0.4608467580001161,1184,1168,0
0.46374576500011244,0,1952,0
0.4675765000001775,2816,8514,0
0.47063202700019247,1040,2528,0
0.4745288620001702,5889,4913,0
0.4784572400003526,4961,1840,0
0.48151441600020917,768,3088,0
0.48450791699997353,0,768,0
0.4886374840002645,4321,3072,0
0.49186305000012,1216,2720,0
0.49576095200018244,1456,912,0
0.49866789199995765,4080,1120,0
0.5027391319999879,0,1024,0
0.5058351659999971,5969,3632,0
0.5097361240000282,3984,3184,0
0.5127451830003338,2752,3920,0
0.5167980380001609,3136,1184,0
0.519729577000362,2800,2816,0
0.5228606640002909,0,1440,0
0.5267710709999847,9058,4193,0
0.5308215070003826,2352,2256,0
0.53360388100009,4593,4048,0
0.5375600249999479,4657,1648,0
0.5407136440003342,2048,1136,0
0.5435800840000411,0,2304,0
0.5477025730001515,4817,5969,0
0.5508142890003,0,3104,0
0.5545873470000515,5009,3568,0
0.5578489350000382,4865,1520,0
0.5617922900000849,768,240,0
0.5647712230002071,848,2080,0
0.5687160960001165,6833,1072,0
0.57176900200011,1024,3616,0
0.5757254200002535,1792,1792,0
0.5787939080000797,3744,1568,0
0.5827015400000164,160,1184,0
0.5857843740000135,1264,1136,0
0.5897753290000765,6801,3792,0
0.5928557010001896,1840,2544,0
0.5968102330002694,6865,2544,0
0.5998822110000219,1984,1792,0
0.6036550710000483,176,3024,0
0.6069400549999955,3680,2032,0
0.6108911690002969,0,7953,0
0.6138276840001708,4401,2048,0
0.6179155510003511,7361,3952,0
0.6208813540001756,1376,1856,0
0.6248330710000118,0,1504,0
0.6279784070002279,5553,2160,0
0.630994254000143,0,6209,0
0.6349349820002317,6049,2320,0
0.6378972950001298,4977,1040,0
0.6419500530000732,5313,4657,0
0.645729090000259,1552,2480,0
0.6489639010001156,8017,3984,0
0.6520626159999665,448,3792,0
0.6558277990002352,4865,5841,0
0.6597379439999713,4689,1536,0
0.6628860990003886,1840,1712,0
0.6667313340003602,1440,2400,0
0.6700606750000588,2928,4657,0
0.6737412780003069,1088,3216,0
0.6767979270002797,5889,3920,0
0.6809007920001022,1408,1744,0
0.6838576090003698,656,1360,0
0.6878018740003427,4321,2080,0
0.6908343160002914,768,2192,0
0.6947723940002106,3328,1616,0
0.6979964690003726,6161,1936,0
0.701711035000244,0,1936,0
0.7047916190003889,768,2112,0
0.7088642749999963,5537,2304,0
0.7120066180000322,2832,4000,0
0.7157933729999968,2224,1792,0
0.7188900490000378,4865,1968,0
0.7227023750001536,480,2864,0
0.7259641460000239,928,1632,0
0.7298683670001083,3216,2192,0
0.7328405510002085,1760,2960,0
0.7367018510003618,3584,1232,0
0.7397199649999493,3104,1632,0
0.7427396440002667,0,272,0
0.7467036900002313,1024,6401,0
0.7497926710002503,2464,5681,0
0.7536885120002808,5617,4881,0
0.757581649000258,7649,2480,0
0.7607051270001648,2560,1952,0
0.7645252199999959,256,2352,0
0.7675265670000044,8177,2416,0
0.7715152290002152,1216,3296,0
0.7745048189999579,3424,3056,0
0.7784512830003223,5121,2176,0
0.781697694000286,256,1984,0
0.7857025319999593,3056,2720,0
0.788744983000015,4785,3360,0
0.7926950860000943,288,4305,0
0.7957020220001141,2288,2112,0
0.7997297850001814,3072,912,0
0.8025488690000202,2000,2512,0
0.8066766440001629,2208,1904,0
0.8097277110000505,4881,3616,0
0.8135021990001405,2784,3856,0
0.8166883300000336,7553,2560,0
0.8206770450001386,1824,1008,0
0.8235705770002824,0,1312,0
0.827636196000185,4913,1552,0
0.8307080310000856,0,3856,0
0.8337086910000835,672,2512,0
0.8376980120001463,7985,7345,0
0.8408237520002331,608,1648,0
0.844915291000234,336,6401,0
0.8479228500000318,3872,1888,0
0.8516892770003324,0,3824,0
0.8548235940002087,2048,2560,0
0.8587588320001487,4977,2976,0
0.8617863960002978,0,640,0
0.8650196570001754,0,752,0
0.868805285000235,5745,2464,0
0.8717555650000577,800,3856,0
0.8757288730002983,1488,1936,0
0.8788531380000677,3472,1200,0
0.8829071410000324,1104,1296,0
0.885998015000041,1024,1296,0
0.8897594660002142,4385,4113,0
0.8929957919999651,2000,3680,0
0.8968986780000705,6033,3120,0
0.8998857210003735,1616,1120,0
0.9037571339999886,1568,7889,0
0.9069190840000374,5377,3104,0
0.9106722770002307,0,5377,0
0.9138249720003842,2320,2720,0
0.9177827610001259,7473,2256,0
0.920806800000264,1536,928,0
0.9237851800003227,0,384,0
0.9277236220000304,3520,5313,0
0.930753635000201,0,4945,0
0.9347650780000549,4129,2400,0
0.9377492830003575,5633,2128,0
0.9417713090001598,1824,992,0
0.9449690410001494,0,2816,0
0.9487171300002046,5041,1792,0
0.9519542510001884,1088,3280,0
0.9557639260001451,2144,1520,0
0.9589442410001539,3072,1792,0
0.9620293360003416,0,176,0
0.9659087200002432,256,8129,0
0.9688730570001098,2848,2352,0
0.9729317149999588,2080,8914,0
0.9759878650002065,3328,2272,0
0.9799544210000022,4497,5169,0
0.9830137970002397,80,1072,0
0.9868322990000706,2048,4817,0
0.9900804359999711,3840,3536,0
0.9937774940003692,4577,6929,0
0.9969264060000569,7009,1264,0
1.0009632159999455,4721,3296,0
1.0038706690002073,672,1952,0
1.0078104860003805,9730,3840,0
1.0118399030002365,1216,3328,0
1.0149779230000604,4305,3040,0
1.018899082000189,5889,1152,0
1.0219848280003134,1200,1280,0
1.0258861780002917,176,2656,0
1.0287747290003608,6721,2640,0
1.03261211500012,112,3568,0
1.035725665999962,2304,1024,0
1.0396045180000328,4737,2016,0
1.042724292999992,496,1952,0
1.0466814690003048,1296,2848,0
1.04978105400005,3328,2896,0
1.0536308740001914,784,3152,0
1.0567325010001696,8706,3600,0
1.0605887130000156,2304,1024,0
1.0636020450001524,0,1520,0
1.0675278400003663,2992,2160,0
1.070586428000297,3360,4929,0
1.0748287330002313,2992,2624,0
1.0778266810002606,6689,1632,0
1.0818042290002268,2096,272,0
1.084769203000178,2608,1680,0
1.088717215000088,4881,1632,0
1.0918403340001532,1376,3936,0
1.0957522759999847,4241,2336,0
1.098760059000142,4705,1328,0
1.1027514590000465,192,928,0
1.1057510280002134,2080,1680,0
1.1097367810002652,4209,2304,0
1.1127550760002123,2144,2992,0
1.1168272469999465,4241,848,0
1.1197508970003582,2416,1984,0
1.123721955000292,3216,992,0
1.1267932190003194,4209,1616,0
1.1308333980000498,1024,3712,0
1.1338322530000369,4865,3648,0
1.1377760120003586,7937,2656,0
1.1410723100002542,2096,2320,0
1.1449787350002225,672,1504,0
1.1480359240003963,3152,2304,0
1.1519797949999884,528,2848,0
1.15499546700039,4753,3328,0
1.1588457370003198,5889,1632,0
1.1620294480003395,0,1488,0
1.1659050890002618,1424,2816,0
1.1688821770003415,7169,1712,0
1.1728007810002055,1072,3840,0
1.1760808170001837,2512,2368,0
1.1798812230003932,3744,1392,0
1.183038413000304,864,1888,0
1.186819141000342,1696,704,0
1.1898363080003946,4145,3696,0
1.1938048060001165,2640,2848,0
1.1970265640002253,5857,656,0
1.2007915250001133,976,768,0
1.2039037890003783,1920,608,0
1.2079556610001418,3808,1792,0
1.210884716000237,1744,4641,0
1.214923133999946,3552,2272,0
1.218047165000371,7937,2976,0
1.221807603000343,1072,1392,0
1.2248447890001444,1280,2304,0
1.2289557620001688,4833,3360,0
1.231913480000003,1376,2320,0
1.235851976000049,3504,1328,0
1.238886556000125,3952,3456,0
1.2429627290002827,336,5985,0
1.2460260160000871,96,1632,0
1.2499797460000082,3664,2976,0
1.2530029590002414,1648,3552,0
1.2568151980003677,2816,976,0
1.2599620330001926,2464,1632,0
1.2637295640001867,144,1760,0
1.2669331890001558,2896,1840,0
1.2707292439999947,464,5121,0
1.2738524460000917,3088,3248,0
1.2779467810000824,8370,3792,0
1.2808671890002188,608,1136,0
1.284772682000039,304,1520,0
1.2878141590003906,4257,3168,0
1.2916420599999583,480,3472,0
1.2948437380000541,3216,2560,0
1.2989717520003978,4961,1664,0
1.3018859580001845,656,1280,0
1.304902838000089,0,1440,0
1.3087695330000315,7569,4321,0
1.3126529390001451,1792,3232,0
1.3158315860000585,3376,1792,0
1.3197588040002302,3184,1616,0
1.3228510060002918,1824,1136,0
1.3267408650003745,1744,3152,0
1.3298379279999608,3440,2592,0
1.3336981420002303,752,4465,0
1.3367934090001654,6193,992,0
1.3406706109999504,2624,2064,0
1.3436990059999516,0,0,0
1.3468373130003783,3840,2288,0
1.3507096880002791,2352,4785,0
1.3536831559999882,2832,2592,0
1.357574778000071,9682,2096,0
1.3606394870002987,560,1280,0
1.3645383550001497,576,1520,0
1.3675599920002242,4113,3072,0
1.3717449560003843,0,3376,0
1.3747571860003518,2960,2560,0
1.3787725639999735,3856,1936,0
1.3818104050001239,16,2448,0
1.3858421240001917,1024,1904,0
1.3888758610000878,6689,3328,0
1.392715741000302,672,2368,0
1.395861302999947,4241,2304,0
1.3998686429999907,2800,1744,0
1.4029852860003302,2128,1600,0
1.4067921030000434,1024,3040,0
1.4100510540001778,3984,3024,0
1.4137948050001796,1040,2128,0
1.4169282800003202,8882,2608,0
1.4208881210001891,1696,1072,0
1.4238312470001802,720,1680,0
1.4279451160000463,5473,1680,0
1.430871629000194,1552,4113,0
1.4349105210003472,3232,3328,0
1.4379076640002495,5777,2048,0
1.441957351000383,1680,4016,0
1.4450270860002092,0,2864,0
1.4487500170002932,4593,2544,0
1.4519538270001249,592,2832,0
1.4559492830003364,2080,2256,0
1.4590029109999705,2960,768,0
1.462884307999957,544,592,0
1.4659933679999995,2784,4145,0
1.4699690490001558,4865,2608,0
1.4727822960003323,768,3968,0
1.4767652420000559,4177,1424,0
1.4798556610003288,3264,1168,0
1.4830303500002628,0,496,0
1.4868553760002214,2480,1024,0
1.4899577020000834,4289,6065,0
1.4938263220001318,1936,7345,0
1.4969426669999848,7505,2576,0
1.5010036200001196,4753,3520,0
1.5047984650000217,1008,1952,0
1.508033331000206,7425,2336,0
1.5110762250001244,0,4593,0
1.5148685060003118,4641,7697,0
1.5181127580003704,5521,1424,0
1.5219652710002265,0,7441,0
1.5250549370002773,1280,2352,0
1.5290005520000705,4129,3328,0
1.5320568910001384,960,2304,0
1.5359648370003924,2496,1872,0
1.5390766370001074,3600,1760,0
1.5428009770002973,496,1376,0
1.5459265829999822,768,688,0
1.5500056010000662,3328,3632,0
1.5530419179999626,96,2304,0
1.5568110290000732,1792,2064,0
1.5600574060003964,3328,2816,0
1.5629823290000786,0,2144,0
1.5669266260001677,768,4305,0
1.5701229520000197,3488,3328,0
1.5737912020003932,2512,2544,0
1.5770447090003472,7025,2352,0
1.5809572289999778,1472,4529,0
1.583896945000106,0,1280,0
1.5877975060002427,3728,2576,0
1.5910589270001765,1792,2592,0
1.594988485000158,4945,2592,0
1.5980849180000405,6225,1504,0
1.601762434000193,1024,7441,0
1.6050400010003614,256,1568,0
1.6089631570002894,4913,7521,0
1.6118749550000757,256,2000,0
1.6159574840003188,3120,8818,0
1.6190162780003448,4865,2976,0
1.6227677920001042,560,3328,0
1.625860066000314,1280,2288,0
1.6297519530003228,3328,6289,0
1.6328336780002246,800,2992,0
1.6367222570002014,6705,5073,0
1.6398490840001614,3072,560,0
1.643746167000245,848,7857,0
1.6467822130002787,2384,1872,0
1.6506620670002121,608,9682,0
1.6536145240002043,1376,2672,0
1.6575905620002231,9362,2768,0
1.6605973570003698,1456,864,0
1.6645811100001993,0,4769,0
1.6677374820001205,3792,2608,0
1.6708169560001807,0,3504,0
1.6749084620000758,1232,5185,0
1.678743575000226,5473,1872,0
1.6818413310002143,3936,2640,0
1.6849044250002407,432,2048,0
1.6888806199999635,9938,4129,0
1.6918615950003186,720,2800,0
1.6957676420001917,4689,2544,0
1.6997163920000276,4145,1792,0
1.7028468200001043,1888,2304,0
1.7067150600000787,752,4177,0
1.7098644020002212,5377,3808,0
1.7136795040000834,1280,3120,0
1.7168230219999714,6481,1792,0
1.720672401000229,2592,1136,0
1.723876009000378,0,1632,0
1.727017724000234,2912,1792,0
1.730857018000279,1808,5041,0
1.7348735720001969,3424,3312,0
1.7378796840002906,7425,2304,0
1.7418858680002813,1632,928,0
1.7450168180002947,2080,2544,0
1.7489210650001041,7953,2352,0
1.7519512270000632,0,3344,0
1.7548729550003372,1872,448,0
1.758853346000251,6273,1392,0
1.762016261000099,0,1088,0
1.7658698340001138,768,736,0
1.7690171440003724,6113,3440,0
1.772082949000378,16,3280,0
1.7759977860000618,2304,6689,0
1.7797659150000982,3536,1392,0
1.7828895570000896,3088,2144,0
1.7867807750003522,1552,2560,0
1.7900797980000789,4945,3648,0
1.79369479900015,864,2224,0
1.7970611990003817,4305,3664,0
1.800937587000135,2384,1920,0
1.8038422790000368,1248,1936,0
1.8079565580001145,3056,2672,0
1.8109876040002746,16,4817,0
1.8149031330003709,1968,2848,0
1.8178935800001454,6705,2128,0
1.82192599300015,1264,1184,0
1.8250111400002424,0,1984,0
1.8279064880002807,4449,1488,0
1.8319145059999755,3328,5169,0
1.8358974350003336,2816,1248,0
1.838895992000289,4865,2672,0
1.8420786810002028,0,944,0
1.8459224260000155,432,2160,0
1.8490675500001998,6481,2896,0
1.852965476999998,784,4097,0
1.8560356040002262,2736,1824,0
1.8600219330000982,2128,1616,0
1.8630156660001376,736,1200,0
1.8669633080003223,2480,1136,0
1.8701195200001166,2272,6401,0
1.873979902999963,2064,3840,0
1.8769490790000418,8370,3584,0
1.8810117780003566,3408,6449,0
1.884032851000029,2048,2416,0
1.887862977000168,10034,3168,0
1.891663527000219,208,3872,0
1.8949956820001717,6497,2640,0
1.898916933000237,4865,1792,0
1.90188144800004,736,2224,0
1.9059034230003817,992,1936,0
1.90901784100015,7681,4705,0
