x,y0,y1,y2
4.824483403999693,0.019964064798170717,0.0004898194761520431,0.00029010643344898546
4.828354414999922,0.033927886672442446,0.0004935581743619929,0.0002923166146279454
4.831458840999403,0.047747002122207095,0.0004960848563248841,0.000293809123993833
4.834452097999929,0.0610308041283713,0.0004972750616798418,0.0002945103482988399
4.838332545999947,0.07344264566688546,0.0004971236404627224,0.0002944173271081278
4.841465173999495,0.08471947044064759,0.0004957639081873416,0.00029360909184933333
4.844355780999649,0.09468214366307995,0.0004934664468432768,0.0002922459514724293
4.848245002000112,0.10323616948670089,0.0004906183687468967,0.0002905572088685014
4.851323797999612,0.11036389376660906,0.00048768787884483794,0.00028882017202749074
4.854245245000129,0.1161103867230493,0.00048518151594945834,0.0002873348308783881
4.858204344999649,0.12056575039757739,0.0004836017354389369,0.00028639873758320517
4.86122526500003,0.12384655732376489,0.00048341042876540196,0.00028628540363640967
4.864213049999307,0.12607875462947735,0.0004850004831157665,0.0002872274590122389
4.868168750999757,0.12738396848225642,0.000488674196966947,0.0002894038716970735
4.871223299999656,0.12787070034125933,0.0004946257117031281,0.00029292954567043894
4.87421836700014,0.12763116661107574,0.0005029250796614713,0.00029784588813917763
4.878198897999937,0.12674346963204408,0.0005135036749901691,0.00030411217233803744
4.881194814000082,0.12527774923410268,0.0005261433168276123,0.0003115990993700018
4.885172824999245,0.12330434190806128,0.000540473495370438,0.00032008715933463895
4.888187663999815,0.12090182603113027,0.0005559813846061769,0.0003292725653835947
4.89123667199965,0.11816294326847401,0.0005720373543372202,0.0003387823667162986
4.895186496999486,0.11519674826246934,0.0005879349339271995,0.00034819811952096694
4.898233553999489,0.11212621277413475,0.0006029401200351815,0.00035708509043049804
4.901222587999655,0.10908181177618177,0.0006163422986988871,0.00036502241457857135
4.905215081999813,0.10619272269097872,0.0006274988883860914,0.00037162953369356124
4.908200477999344,0.10357767252336839,0.0006358680544980708,0.000376585568810083
4.911253659999602,0.10133720150290941,0.0006410276764731209,0.00037964055095321175
4.915204189999713,0.09954845908390667,0.0006426829947952541,0.0003806199478596961
4.91822038600003,0.09826286674248726,0.0006406687581134502,0.00037942593405212993
4.921261446999779,0.09750631131181807,0.0006349530429176773,0.0003760396521763253
4.925199956000142,0.09728119061833106,0.0006256484453137756,0.0003705278409003862
4.9281865519997154,0.09756966669470395,0.0006130322070159132,0.00036305475408192757
4.931263649999892,0.09833769312341434,0.0005975714674763171,0.0003538971153822713
4.935143697000058,0.0995395322717904,0.0005799453898608827,0.00034345722058928883
4.938258524000048,0.10112249382678214,0.0005610540876721555,0.0003322682217515231
4.941512228999272,0.103031543558593,0.000542005557886279,0.0003209863850064529
4.945460496999658,0.10521331213426965,0.0005240756098480514,0.00031036735484591684
4.9482535659999485,0.10761901490301061,0.0005086409240669175,0.00030122650466560274
4.951494842000102,0.1102059737261704,0.0004970905647401428,0.0002943865269727086
4.955462367999644,0.11293768881466025,0.0004907252181524178,0.00029061775489056213
4.958338428999923,0.11578255399425966,0.0004906551116468017,0.000290577702942937
4.961542711999755,0.11871135489216578,0.0004977066146258814,0.0002947557504629158
4.9654410590001135,0.12169378702253156,0.0005123446067787641,0.0003034271638531415
4.968191670000124,0.1246944512731686,0.0005346143949277076,0.0003166186973989913
4.971476840999458,0.1276690444050979,0.0005641048654192601,0.00033408677205100016
4.975227645999439,0.13056160012322918,0.0005999343367052976,0.00035530910000114413
4.978310535999299,0.13330355800986268,0.000640761722339689,0.0003794913012153948
4.981395728999814,0.13581518753123695,0.0006848268805650282,0.00040559080751710445
4.985390349999761,0.13800957856050036,0.0007300239634216525,0.0004323603119051485
4.988352751000093,0.13979906167742062,0.0007740090811286729,0.00045841154140982223
4.991567905000011,0.14110345887376086,0.0008143385989320918,0.000482297171211688
4.995523300999594,0.14185896732905742,0.000848628256648963,0.0005026050692160308
4.998449290999815,0.14202600494339537,0.0008747182622814557,0.0005180560764304251
5.00253326299935,0.14159441113593252,0.0008908273381758938,0.0005275952420657515
5.005456343999867,0.1405851306278087,0.0008956799541005644,0.000530467176464459
5.008668546000081,0.13904853009993345,0.0008885951778909597,0.0005262686704279807
5.0124134449997655,0.13706024851248103,0.0008695316606461962,0.000514975334213171
5.015502311000091,0.1347157181107105,0.0008390899512672003,0.000496942964323993
5.018650668999726,0.1321243276200914,0.0007984792211857369,0.0004728878320601666
5.022591428999476,0.12940384180905695,0.0007494592501361144,0.00044385232032518067
5.025583022999854,0.12667533629597358,0.0006942691176116163,0.00041116268662966693
5.028563213999405,0.124058688338048,0.000635551072151212,0.00037638396961627897
5.032445457999529,0.12166859170516911,0.0005762723549722443,0.000341273683210239
5.0357132929993895,0.11961105500420859,0.0005196415166770001,0.0003077322483520941
5.038546129999304,0.11798031034113332,0.00046901156135311766,0.00027774562247533764
5.042421948999618,0.11685596521537701,0.0004277616603012067,0.00025331523646963554
5.045675067999582,0.11630014517423141,0.00039915219887560994,0.00023637213835385197
5.048566946999927,0.11635443899772092,0.00038615342837649576,0.0002286755052992773
5.052562870999282,0.11703670983141196,0.00039125441869721503,0.00023169949005756813
